CPU (%),Memory (MB),Disk (MB/s),Network (Mbps),Files Created,Files Deleted,Files Renamed,is_ransomware
3.32,3323.0,14.69,3.03,16,87,30,0
60.87,3798.54,2.24,4.71,29,75,77,0
78.82,11966.6,436.29,92.47,212,159,179,1
85.89,7806.09,380.08,87.07,304,755,705,1
73.84,11336.73,56.59,99.97,338,994,790,1
89.19,13838.4,432.78,44.32,762,320,584,1
87.44,7062.18,80.59,37.09,694,863,987,1
29.98,764.42,10.69,2.79,18,58,76,0
97.07,11183.58,488.45,55.56,930,588,552,1
83.29,6011.05,469.51,70.62,755,527,573,1
14.79,4682.52,1.33,1.47,38,22,83,0
2.46,5013.38,8.83,1.21,37,87,23,0
23.23,1752.79,12.97,0.11,99,4,45,0
76.05,13603.36,409.15,55.11,486,148,736,1
95.42,8509.12,392.35,11.44,307,796,754,1
36.58,5133.29,2.19,2.86,71,93,7,0
92.48,14897.36,487.48,32.39,862,453,585,1
36.04,4258.93,10.37,2.36,84,84,39,0
88.07,7200.07,133.21,63.75,816,919,912,1
21.06,749.84,1.7,0.61,1,62,57,0
10.55,5797.26,14.71,0.33,0,27,45,0
80.37,6693.9,45.67,95.74,627,430,396,1
32.49,1825.15,6.99,4.62,52,34,32,0
63.71,1656.69,8.35,0.1,51,51,86,0
31.6,2054.34,3.49,1.1,50,93,97,0
54.71,2285.85,10.44,4.57,62,17,37,0
89.23,11299.43,246.35,7.23,761,309,464,1
81.31,15705.7,122.39,64.2,569,760,129,1
11.8,4372.09,12.76,4.77,66,72,54,0
65.81,420.32,14.43,4.78,43,82,61,0
76.69,14351.0,424.62,80.14,917,893,408,1
78.09,8361.68,225.56,11.25,841,347,773,1
79.34,6544.58,21.13,54.15,555,447,728,1
88.09,11975.57,139.87,21.93,796,922,449,1
68.73,4988.68,7.35,4.15,90,30,58,0
77.59,12823.8,317.01,75.61,653,378,705,1
21.35,4518.93,1.58,2.69,32,75,47,0
90.51,10777.57,376.92,47.98,916,325,916,1
48.92,1622.33,13.59,3.62,49,20,75,0
33.74,4791.02,1.63,0.91,59,7,25,0
89.18,9501.13,422.03,43.07,792,882,360,1
96.47,15335.54,421.32,63.5,591,930,244,1
22.08,1881.94,13.0,3.79,86,20,66,0
32.11,4071.42,0.26,2.59,92,33,24,0
87.36,12989.25,175.43,29.06,942,998,763,1
33.19,1233.52,8.68,4.49,47,29,30,0
33.28,3095.93,11.79,0.33,69,43,75,0
4.83,1409.2,1.42,1.42,21,37,27,0
76.91,6834.54,163.04,95.1,299,624,346,1
75.45,9986.9,485.23,4.75,349,528,334,1
30.63,1142.2,5.16,1.08,63,37,36,0
28.28,414.93,14.68,2.79,100,74,24,0
83.88,15952.73,107.94,98.58,307,269,513,1
89.68,10400.48,169.54,49.34,492,647,656,1
82.26,10452.79,313.83,7.92,246,549,485,1
80.36,7402.16,375.05,70.06,811,559,252,1
19.4,1378.16,12.43,0.6,8,75,53,0
75.25,15165.94,243.2,55.35,610,759,325,1
73.42,15244.97,453.79,17.96,157,116,298,1
45.91,3015.23,1.96,3.93,32,96,94,0
26.33,3331.79,3.03,0.5,78,82,4,0
38.18,1450.55,2.44,1.68,15,55,2,0
54.56,5455.1,12.77,3.69,20,97,57,0
90.8,6184.33,231.06,13.66,887,950,873,1
89.51,8055.79,300.35,58.26,869,250,456,1
13.53,3647.3,10.4,0.61,66,82,51,0
1.93,1388.02,0.05,4.27,36,58,40,0
85.99,14555.7,355.73,16.45,868,248,978,1
12.47,5348.29,3.05,2.8,71,96,78,0
10.24,4948.87,8.9,0.29,15,0,45,0
81.11,10039.69,154.77,59.37,125,797,835,1
46.94,436.71,6.93,0.13,61,64,83,0
83.22,13102.2,417.87,46.42,733,116,625,1
72.75,6149.5,312.11,5.35,881,225,551,1
93.79,7729.43,497.28,49.92,514,471,245,1
75.12,6980.15,319.88,35.36,959,375,388,1
94.65,12343.25,427.97,73.56,529,986,626,1
28.06,5414.15,7.45,1.92,55,35,48,0
90.0,9787.05,274.38,38.69,598,453,194,1
76.9,11791.66,274.45,69.6,196,356,271,1
76.66,12876.55,250.65,32.89,385,105,926,1
95.17,10326.5,477.56,59.32,930,550,227,1
98.09,11335.3,438.77,5.76,879,970,930,1
89.6,11061.14,54.88,44.81,782,809,233,1
82.91,8126.75,211.15,97.45,720,664,211,1
37.29,3456.53,3.61,4.84,33,66,23,0
89.03,15268.14,73.99,66.38,823,702,643,1
92.47,15114.68,413.75,28.18,745,445,155,1
86.64,6932.06,323.31,72.86,234,637,289,1
8.45,3516.34,12.87,2.68,92,51,12,0
97.96,7865.03,118.38,85.15,722,245,695,1
90.54,8965.97,261.67,63.96,342,750,417,1
8.66,3787.86,8.69,4.91,21,27,36,0
88.36,10186.81,494.05,95.31,806,391,195,1
41.21,3394.28,14.49,2.5,32,45,87,0
25.65,1750.99,7.9,1.35,51,96,44,0
40.8,5444.79,14.97,0.99,20,33,52,0
82.89,15318.69,437.97,5.71,621,630,163,1
90.48,14034.3,300.38,15.53,325,700,671,1
71.31,9098.16,40.76,34.97,667,634,155,1
96.94,10592.74,226.72,19.07,621,402,346,1
30.13,112.66,11.29,0.85,80,88,86,0
70.88,15260.24,234.88,95.34,660,908,727,1
20.29,3606.61,1.15,4.14,20,57,9,0
9.2,2423.63,7.02,1.12,82,89,86,0
52.96,2137.42,11.11,4.01,36,53,36,0
23.78,2169.57,9.22,4.13,53,57,23,0
70.34,14477.99,345.5,83.1,340,415,226,1
82.42,12900.09,150.86,79.0,715,712,272,1
44.51,5177.06,6.66,3.36,21,71,41,0
54.56,2212.81,11.86,2.85,17,81,3,0
15.32,3421.82,1.04,0.91,59,32,68,0
24.4,3522.16,1.97,0.89,91,70,88,0
51.72,1437.54,3.44,0.29,27,65,53,0
16.81,1526.49,5.53,1.16,18,87,88,0
9.98,1120.16,2.66,2.77,82,74,83,0
63.54,2408.45,4.19,3.68,92,30,59,0
95.74,15508.77,163.35,16.06,146,450,785,1
65.74,1271.66,4.53,1.15,41,58,55,0
43.59,4391.91,7.99,1.7,18,0,19,0
86.84,15906.76,477.34,79.47,845,805,546,1
87.01,15997.68,115.18,44.11,483,644,669,1
72.25,12043.84,80.49,84.88,758,834,117,1
82.55,9964.52,353.13,25.33,238,327,985,1
94.3,11513.95,102.78,95.95,587,738,316,1
93.54,7112.29,164.7,10.93,116,295,298,1
86.74,15583.9,53.4,21.61,772,538,150,1
94.29,15603.93,146.13,75.73,953,638,658,1
58.14,1916.49,9.46,3.83,41,45,6,0
15.07,2880.54,10.09,3.73,91,86,53,0
71.75,14903.99,149.52,27.76,510,337,400,1
27.25,4108.3,12.18,0.83,23,12,75,0
77.92,8225.9,181.9,5.58,318,859,348,1
9.19,4963.83,3.12,3.75,62,35,22,0
79.39,8530.66,95.14,75.47,145,772,211,1
89.89,10707.22,252.08,37.85,481,296,290,1
83.69,6028.87,111.85,14.87,879,433,967,1
41.99,2275.19,2.64,0.17,94,92,18,0
85.11,13026.22,104.16,24.15,169,782,338,1
42.36,503.19,12.71,0.49,27,26,24,0
74.99,13817.92,465.24,58.13,478,254,829,1
57.93,2948.89,3.0,1.76,7,10,7,0
6.22,305.39,4.49,2.18,44,51,92,0
47.91,1743.74,13.09,0.98,65,63,88,0
38.57,5339.84,9.35,3.92,46,98,28,0
96.12,7709.75,284.46,54.25,474,184,820,1
61.84,5920.98,10.88,2.78,77,98,0,0
34.69,4105.09,7.91,0.17,55,44,4,0
3.59,4993.7,3.6,3.99,34,19,81,0
79.29,13514.75,117.58,49.28,400,943,845,1
31.97,3584.03,6.17,0.93,93,15,69,0
83.07,6992.23,364.53,50.49,775,694,935,1
84.52,13444.34,83.46,16.87,860,888,346,1
49.42,1492.7,3.89,0.87,1,67,35,0
53.76,632.33,13.17,1.96,12,58,57,0
97.65,6786.06,297.74,9.64,551,509,639,1
3.18,4161.06,10.88,2.2,76,46,23,0
39.0,4608.43,9.85,3.67,50,41,72,0
86.55,14289.35,255.12,13.91,537,198,192,1
40.43,1375.8,12.44,0.09,90,90,63,0
80.65,8276.15,345.85,30.72,503,258,423,1
27.69,5070.42,14.29,1.49,10,4,23,0
41.25,3241.6,10.65,0.67,77,21,72,0
23.77,497.72,13.32,1.65,63,21,87,0
86.84,9746.4,409.61,65.54,731,329,579,1
80.9,9144.98,271.99,91.29,628,187,524,1
13.81,1946.49,1.17,2.55,67,22,49,0
85.77,11852.82,143.82,69.56,605,356,250,1
72.32,11202.56,238.73,90.85,138,805,124,1
49.55,4721.16,10.41,3.9,49,63,30,0
32.34,4596.96,12.82,1.13,49,57,69,0
93.89,12425.43,18.77,21.49,602,627,596,1
43.78,682.03,7.34,4.32,35,14,22,0
68.57,2325.01,8.29,1.74,33,15,90,0
6.32,2190.2,2.4,3.14,97,63,99,0
40.43,5826.05,2.48,3.52,44,52,9,0
67.99,501.51,6.02,0.46,67,88,94,0
96.74,10991.43,388.45,48.27,783,726,487,1
44.38,587.67,11.26,3.56,83,65,4,0
79.13,8439.47,258.31,74.8,867,649,268,1
70.11,13401.08,452.02,99.97,325,968,453,1
70.13,13953.98,227.08,24.81,210,160,932,1
83.11,6115.37,159.55,69.88,125,965,697,1
12.49,1759.85,1.24,0.3,81,68,91,0
65.23,4840.74,1.13,1.7,82,85,34,0
71.07,14977.79,209.54,36.7,216,231,445,1
92.6,7889.08,218.42,14.84,817,699,496,1
95.77,9843.95,335.67,34.5,451,948,267,1
70.69,14161.43,353.77,68.42,439,681,788,1
26.12,5579.76,6.09,2.7,21,41,76,0
7.47,5731.29,9.43,4.42,20,92,69,0
56.53,4602.29,11.71,4.13,80,99,89,0
96.68,12841.12,440.88,28.91,509,698,832,1
98.0,6558.31,131.95,96.76,414,120,866,1
7.31,4919.62,13.54,2.72,2,71,41,0
41.34,5860.15,14.76,0.25,29,35,71,0
39.99,4583.03,5.64,0.48,66,82,10,0
89.18,12997.57,117.79,56.61,868,371,241,1
11.79,5488.19,5.07,1.05,29,81,37,0
95.1,7639.71,347.63,75.43,315,131,839,1
92.84,13197.36,300.29,50.84,698,643,635,1
86.8,12841.64,105.22,23.86,697,968,951,1
76.6,12225.97,464.3,53.56,800,693,974,1
70.73,14891.25,405.25,12.51,586,850,447,1
65.68,4526.41,4.81,2.67,55,23,3,0
53.09,2515.42,14.43,0.22,1,5,21,0
57.12,4136.13,10.44,4.76,81,98,79,0
51.27,756.39,1.11,2.23,30,30,53,0
50.01,1582.16,14.72,0.28,88,24,95,0
81.81,6242.54,22.97,11.93,715,159,886,1
84.46,13433.26,482.55,42.24,123,668,829,1
66.04,4192.98,7.2,2.83,0,64,99,0
86.66,10726.0,434.36,10.74,265,448,527,1
96.34,12069.7,327.57,57.69,552,496,179,1
20.1,4862.7,0.39,2.65,82,67,40,0
38.79,4697.43,11.26,0.6,66,66,96,0
90.34,14517.28,234.15,25.78,924,376,985,1
21.84,5777.47,11.04,1.77,19,57,100,0
2.12,1729.07,2.77,4.19,29,24,27,0
79.2,7988.82,182.2,51.66,752,565,156,1
83.25,7999.67,427.93,66.45,725,880,372,1
78.09,11535.4,365.92,51.62,929,670,345,1
9.36,1288.86,9.33,2.82,96,51,70,0
2.67,2702.31,7.44,2.26,3,40,22,0
94.66,7827.49,192.49,21.86,433,329,851,1
80.48,14302.52,112.39,47.92,327,529,790,1
91.93,9196.24,147.09,97.24,166,390,828,1
98.66,13263.36,161.18,21.78,852,336,681,1
72.46,10113.76,47.13,73.28,702,484,319,1
23.91,5146.67,4.27,3.04,52,77,80,0
11.98,1551.56,11.14,0.24,11,71,6,0
28.95,5065.28,8.73,3.91,62,51,87,0
95.91,15963.02,92.64,55.34,280,645,537,1
76.87,13656.05,318.29,57.07,841,273,945,1
94.13,10195.83,406.12,29.99,225,949,433,1
85.94,9754.43,482.5,5.6,792,694,322,1
55.87,878.21,13.06,2.61,1,46,32,0
77.59,14067.85,223.67,74.68,218,193,405,1
9.93,974.31,13.56,1.55,19,86,64,0
42.63,1791.04,13.96,1.41,58,34,91,0
77.9,13068.53,374.54,55.09,263,218,897,1
4.95,3490.5,8.32,1.18,65,42,77,0
86.05,14411.22,203.37,9.98,612,316,877,1
76.21,6735.07,128.5,81.47,849,462,469,1
98.87,15350.29,69.45,5.19,952,781,553,1
59.63,1663.34,5.69,0.97,74,4,40,0
57.23,805.01,5.4,2.81,65,33,7,0
39.07,4854.67,8.26,2.33,51,64,45,0
79.24,7724.19,24.75,94.23,124,476,948,1
80.13,8047.21,75.63,71.42,194,914,383,1
39.99,4688.49,6.17,3.85,64,80,45,0
33.19,70.49,4.81,3.97,47,72,52,0
29.64,735.77,0.4,3.15,32,75,0,0
75.04,6841.16,121.16,58.68,467,771,783,1
98.24,8012.83,100.43,21.97,749,531,847,1
75.51,7698.64,220.99,35.71,220,280,119,1
76.43,13663.39,496.87,17.3,625,447,846,1
48.92,2649.22,14.0,0.95,6,51,80,0
30.88,5740.48,14.38,0.55,41,24,7,0
62.48,3927.91,3.45,2.3,80,85,68,0
79.52,9050.26,389.07,94.33,886,805,992,1
96.28,12486.83,167.16,25.28,980,917,472,1
8.33,4247.72,10.06,1.22,75,29,100,0
91.6,9877.1,156.36,13.06,901,762,772,1
39.6,4893.24,6.24,3.63,9,91,59,0
82.79,13351.66,197.04,19.68,891,478,515,1
3.51,1349.41,4.8,0.58,3,24,46,0
89.47,10563.04,31.52,63.12,755,131,987,1
79.86,11862.52,309.71,51.33,640,994,740,1
27.13,3719.97,14.52,3.07,60,56,39,0
17.51,2414.41,14.8,1.62,49,30,57,0
89.25,12589.97,349.56,43.64,326,836,489,1
76.37,10724.11,473.73,16.72,213,879,190,1
93.75,10743.24,436.74,18.48,601,236,961,1
72.78,7843.29,296.1,10.05,846,266,220,1
3.34,313.17,14.11,3.51,44,42,72,0
92.75,8672.04,494.85,10.35,904,145,226,1
84.68,6004.26,179.71,11.79,948,246,322,1
89.43,11459.86,154.43,54.39,177,506,953,1
99.74,8069.75,154.91,92.92,366,155,617,1
38.15,2613.22,4.58,4.13,9,4,21,0
48.55,1727.2,11.24,1.78,84,16,87,0
7.94,4435.94,0.38,3.71,26,56,92,0
82.3,15430.34,428.23,38.81,931,733,595,1
67.49,3634.72,3.36,0.09,46,44,96,0
43.97,1819.95,0.9,0.91,73,1,58,0
31.78,157.51,1.5,3.06,76,22,66,0
32.76,1152.59,10.91,2.97,84,71,70,0
95.07,6233.77,392.62,34.52,712,134,592,1
96.94,8403.88,134.42,95.03,310,821,801,1
92.81,15934.31,466.59,96.68,126,310,625,1
59.27,4430.04,7.44,2.51,93,72,12,0
45.18,3611.8,4.34,4.43,21,27,94,0
76.56,15325.95,22.42,56.9,579,718,930,1
91.53,7072.09,175.38,90.43,733,446,107,1
80.69,8186.08,445.1,32.01,841,260,207,1
85.2,6360.71,434.72,80.83,791,902,371,1
68.2,580.22,11.79,2.76,61,58,24,0
85.28,6934.74,461.84,73.99,597,684,321,1
89.09,7215.65,350.72,92.51,896,929,824,1
96.91,10647.03,208.88,9.7,181,664,874,1
48.51,5679.95,5.27,2.78,46,79,66,0
69.93,376.09,6.17,2.29,57,100,49,0
50.85,414.79,13.39,0.6,15,47,13,0
72.19,13967.81,480.11,90.02,976,380,979,1
2.24,4350.45,7.14,1.19,30,52,7,0
85.3,12267.29,330.11,69.55,656,346,488,1
64.93,2218.73,12.41,3.87,6,75,84,0
82.07,14379.25,483.21,68.44,196,615,643,1
74.24,9193.3,268.48,21.79,308,861,463,1
86.38,12213.83,137.43,3.29,462,882,385,1
37.05,1509.44,2.58,0.95,1,48,26,0
16.04,3769.26,1.21,2.62,69,79,72,0
1.06,2284.98,2.85,0.98,44,98,97,0
86.12,12516.63,414.47,4.43,584,957,189,1
34.99,2424.79,12.52,3.15,93,87,0,0
10.93,3653.05,13.07,4.96,97,56,72,0
96.86,12334.6,66.97,46.99,369,733,732,1
55.37,2641.87,5.47,1.87,13,91,76,0
1.25,331.52,1.59,4.08,45,47,86,0
73.22,11071.29,379.15,78.12,766,877,649,1
75.5,15770.03,188.32,6.5,604,693,167,1
97.36,6414.21,42.2,49.21,725,172,179,1
91.22,9219.85,153.48,96.18,685,993,882,1
74.95,11963.09,314.05,78.7,234,345,745,1
60.53,4245.15,10.67,2.47,1,46,89,0
67.76,791.25,12.84,1.85,27,11,23,0
82.58,7738.06,330.18,88.71,552,716,152,1
90.29,15528.24,115.22,88.27,501,402,226,1
81.0,11865.68,259.7,40.48,999,909,136,1
96.97,9628.25,20.84,58.6,235,434,812,1
81.44,15091.81,429.1,84.71,281,279,450,1
86.06,7880.77,303.04,15.64,111,311,226,1
56.75,2857.18,13.56,3.2,94,48,42,0
2.77,694.55,2.13,1.78,40,57,36,0
35.18,4593.58,8.21,1.71,13,27,41,0
96.83,11823.25,202.48,96.54,183,540,647,1
26.07,5834.73,1.94,2.29,72,91,58,0
81.92,13789.32,343.18,36.14,922,630,828,1
70.52,14473.67,138.87,42.18,393,375,219,1
55.96,2851.96,3.33,4.16,18,64,48,0
5.52,2496.58,7.34,1.16,72,76,20,0
48.24,2727.59,12.8,4.19,52,28,0,0
88.76,15989.47,279.93,89.88,810,624,822,1
4.79,1057.55,5.26,3.07,96,64,98,0
78.14,14118.76,446.28,19.37,950,358,311,1
96.67,13674.49,65.26,15.64,246,604,698,1
39.9,5531.13,4.23,4.02,39,86,23,0
70.15,9802.12,212.28,94.23,161,222,444,1
52.18,1703.53,12.68,0.01,23,54,86,0
71.41,11029.06,362.32,50.37,687,759,137,1
70.5,9295.98,288.24,92.36,569,239,663,1
54.22,1951.11,13.45,3.42,100,2,70,0
60.96,1869.45,12.52,0.15,35,47,46,0
80.17,8974.67,292.05,77.56,130,926,341,1
66.64,2598.52,12.94,4.82,77,37,57,0
15.4,1248.22,2.06,1.55,19,24,1,0
15.13,2459.3,6.8,3.97,22,35,98,0
33.03,1464.41,12.4,4.22,37,56,43,0
77.86,8895.75,236.06,29.57,107,227,573,1
12.34,798.9,1.19,2.57,98,73,56,0
89.42,10191.88,137.9,72.07,992,407,912,1
78.73,7771.64,113.53,61.19,579,161,757,1
19.41,4618.92,8.65,3.56,5,73,68,0
47.88,5255.67,12.49,4.68,36,4,33,0
45.4,2691.33,6.62,0.27,51,77,25,0
55.78,4159.95,4.02,4.58,44,3,32,0
91.42,14487.44,91.04,61.59,179,902,839,1
26.87,5462.5,6.64,2.88,53,39,3,0
68.2,2670.02,12.4,3.89,58,78,58,0
86.2,12197.83,292.7,87.99,635,442,741,1
2.99,1243.04,6.66,4.29,91,77,100,0
55.2,2616.03,10.86,2.77,47,77,40,0
77.78,13102.47,296.67,71.46,145,657,679,1
11.63,2219.88,11.9,3.78,45,39,72,0
78.37,13531.83,199.31,68.36,910,252,401,1
48.69,1989.97,6.1,1.14,79,57,30,0
69.49,4386.96,7.84,1.57,80,28,46,0
94.38,7960.54,271.44,49.45,992,535,918,1
19.56,4471.38,13.58,2.22,65,81,7,0
81.69,10495.91,126.46,98.97,403,298,429,1
95.16,7071.81,380.62,52.6,629,855,977,1
85.89,9244.4,212.05,75.54,232,511,118,1
47.9,2165.54,1.7,1.5,54,76,79,0
74.09,14172.89,487.45,18.51,255,229,997,1
91.73,10622.33,298.96,62.26,502,653,487,1
95.02,6919.51,340.84,33.31,743,976,895,1
22.51,3327.85,1.91,2.0,36,89,52,0
80.56,6617.76,202.64,50.62,734,899,725,1
6.53,1725.41,2.97,3.8,16,75,97,0
86.18,10415.71,96.35,7.28,506,563,599,1
80.53,13559.64,125.05,32.9,534,968,442,1
28.39,4922.77,4.88,3.1,57,48,53,0
96.49,11611.84,242.19,94.25,418,231,795,1
78.97,11439.42,48.63,82.19,921,973,742,1
81.92,9401.63,40.75,97.94,704,894,506,1
84.98,8507.15,137.19,40.33,298,140,821,1
66.93,1206.86,2.98,2.78,45,62,64,0
30.39,4714.84,8.47,2.43,75,36,77,0
23.87,155.71,12.71,0.29,97,24,27,0
14.44,4368.32,9.73,3.26,92,81,88,0
52.65,5529.37,1.65,2.0,87,90,86,0
4.29,2276.22,4.02,0.58,81,35,15,0
26.06,3543.26,7.01,3.22,20,45,40,0
96.1,11869.96,71.86,51.11,189,928,846,1
91.3,8315.67,434.64,95.48,139,631,303,1
8.71,2032.23,13.93,2.9,86,50,5,0
72.67,9396.02,463.43,12.83,953,210,979,1
77.39,7774.08,188.54,33.37,277,272,248,1
85.68,9031.58,456.61,71.79,761,651,877,1
88.01,11979.11,44.59,29.22,397,941,930,1
73.96,12058.97,285.92,4.87,856,463,218,1
2.17,877.08,1.33,2.48,98,29,72,0
9.86,2803.44,2.03,4.9,22,62,23,0
13.82,5059.73,11.64,4.02,63,37,7,0
48.41,2630.59,6.76,4.28,68,13,42,0
73.32,10988.85,406.83,72.38,232,782,547,1
98.1,6019.81,40.8,35.56,996,839,459,1
64.51,3591.82,8.49,3.61,52,76,11,0
91.96,8685.4,93.68,96.58,815,495,750,1
24.41,879.8,1.07,1.06,33,98,74,0
97.76,14347.34,306.42,55.71,574,766,845,1
72.46,14041.73,353.94,32.03,510,152,644,1
78.17,12083.14,352.9,19.93,682,437,466,1
51.5,5204.21,4.97,1.17,99,70,71,0
75.2,7076.3,60.73,21.12,677,678,124,1
71.12,14265.81,75.85,52.52,156,686,833,1
53.33,5833.05,13.75,1.88,94,5,23,0
62.05,1195.86,13.54,0.9,29,95,33,0
79.45,11354.53,292.27,75.68,445,609,845,1
97.04,10588.26,471.77,81.91,447,118,973,1
86.42,9900.17,411.44,7.63,807,537,719,1
26.38,1252.9,1.1,1.4,22,62,24,0
97.03,14399.15,326.33,25.21,561,717,235,1
27.98,2948.64,12.37,0.75,46,19,3,0
51.86,3391.83,3.93,0.4,51,12,28,0
45.95,2324.42,6.24,3.93,9,23,50,0
78.47,12035.72,295.81,44.43,291,393,189,1
34.13,525.25,11.15,4.31,37,41,45,0
14.0,3385.31,7.08,2.11,27,43,59,0
60.42,2470.92,1.53,1.15,51,41,39,0
97.47,14383.35,314.36,96.52,236,876,726,1
31.54,4980.02,9.27,0.99,57,48,79,0
95.36,8612.16,265.71,23.28,492,409,377,1
75.46,7582.37,326.86,19.15,536,569,615,1
78.23,12185.8,94.25,95.11,593,354,680,1
77.29,9809.38,302.65,4.11,737,151,939,1
80.91,9701.22,283.61,31.08,948,332,571,1
75.77,14912.45,426.49,96.76,725,768,834,1
70.64,13656.01,183.79,87.22,525,509,414,1
98.27,15041.61,169.21,22.64,476,816,553,1
97.41,11342.3,452.35,62.91,857,843,389,1
39.54,5873.26,0.83,1.5,20,92,37,0
73.11,7753.37,128.68,28.91,524,484,439,1
28.82,3292.65,2.15,2.91,83,20,97,0
90.74,9075.37,15.5,43.71,271,257,698,1
70.7,8071.11,413.12,49.66,406,443,947,1
57.81,858.74,3.0,4.97,97,41,80,0
66.4,2527.41,6.0,4.5,28,36,75,0
80.17,14106.74,478.35,22.4,166,596,117,1
29.22,1331.93,2.11,2.73,84,55,58,0
73.31,13915.84,39.02,67.11,838,251,130,1
98.1,10944.64,101.08,48.0,452,538,836,1
42.3,519.14,1.98,1.31,1,58,70,0
85.6,6114.46,370.39,56.9,632,203,469,1
70.71,7201.68,192.09,39.72,397,475,855,1
17.55,4933.71,6.75,4.12,88,59,18,0
98.32,6085.01,37.7,59.08,471,888,404,1
79.65,14474.11,414.74,64.79,391,251,547,1
96.96,14650.5,483.37,57.47,747,491,972,1
89.65,7548.08,222.89,13.74,759,393,152,1
31.77,3029.31,1.08,3.82,77,71,61,0
80.51,13688.61,210.89,94.09,378,411,795,1
95.55,10725.13,89.96,95.97,638,717,555,1
43.91,1477.55,12.14,3.09,41,84,60,0
67.13,1730.42,1.53,0.9,15,89,56,0
31.4,4899.42,14.45,2.46,23,19,2,0
86.88,10308.22,149.56,17.12,450,144,629,1
99.21,11836.68,123.81,74.01,187,448,261,1
32.6,2497.87,11.52,1.63,1,34,35,0
89.48,8347.41,287.41,10.67,621,114,928,1
72.16,13362.19,328.3,51.28,416,862,627,1
1.11,3307.04,11.51,4.58,15,43,4,0
70.55,8371.45,142.47,53.18,755,374,401,1
7.87,2972.99,0.26,1.51,99,69,8,0
55.8,3955.08,3.63,4.0,83,84,63,0
99.85,6172.69,205.05,23.1,436,624,636,1
72.73,6169.25,264.77,18.59,171,672,273,1
94.7,14771.88,498.32,9.65,333,298,815,1
81.02,6959.58,104.17,43.94,676,382,110,1
97.29,7035.6,237.05,41.78,187,271,697,1
71.15,6456.36,406.38,42.66,305,877,862,1
8.54,2652.63,6.23,3.33,24,33,94,0
40.09,5518.33,2.73,0.86,80,59,88,0
19.22,67.96,13.4,2.12,38,1,72,0
20.97,788.27,0.83,0.12,78,58,87,0
92.8,6714.77,485.29,79.84,465,409,513,1
91.94,9761.61,116.51,17.18,793,821,167,1
90.95,7077.17,278.19,68.77,775,326,794,1
64.61,450.5,2.14,3.1,74,2,15,0
96.32,10149.46,96.61,98.14,114,651,935,1
46.78,2370.13,0.36,0.88,19,17,43,0
9.87,1261.33,3.07,3.16,28,67,94,0
81.86,6576.35,282.74,97.06,218,208,327,1
34.26,2314.87,5.82,0.24,57,85,82,0
91.84,13616.12,337.97,86.79,728,498,455,1
5.88,690.52,12.57,1.5,12,71,51,0
78.97,6670.58,371.86,70.44,292,123,971,1
11.19,1645.46,7.05,0.55,99,1,65,0
71.9,14902.41,69.43,25.12,203,798,887,1
12.95,1663.32,12.51,0.01,63,63,56,0
19.3,4297.29,5.9,1.79,46,83,37,0
2.87,1730.45,2.76,0.34,88,97,58,0
94.06,15531.96,247.5,84.89,583,880,318,1
30.14,3165.03,4.06,4.15,42,30,8,0
65.08,3602.59,0.36,4.15,53,56,59,0
41.65,2629.48,11.83,1.34,54,36,78,0
63.32,4237.94,9.58,1.09,10,87,9,0
10.05,993.44,4.82,2.52,42,4,37,0
99.03,11608.23,174.34,68.68,249,852,147,1
99.1,8662.5,52.89,68.24,283,693,368,1
77.88,11001.35,484.64,58.23,212,653,837,1
88.31,10307.86,260.45,98.8,702,389,744,1
42.15,311.54,1.08,0.87,76,56,64,0
54.16,3060.91,10.16,4.61,31,93,5,0
4.56,3911.39,14.3,3.28,81,83,97,0
4.91,2269.63,0.8,4.25,24,41,38,0
63.04,2301.85,6.57,3.43,93,27,21,0
24.19,2779.6,1.92,0.93,70,48,87,0
40.52,3991.12,5.96,4.69,93,54,81,0
79.13,9948.85,331.69,35.16,892,118,550,1
78.81,15814.37,422.24,11.06,748,957,891,1
5.43,465.21,9.79,3.99,41,63,37,0
5.11,3098.71,3.14,1.78,69,0,0,0
99.81,6441.73,453.15,58.35,222,344,283,1
11.32,2883.16,10.04,2.64,39,11,72,0
61.54,2230.81,11.07,0.77,80,40,45,0
75.98,15449.08,318.07,93.07,869,804,372,1
70.38,9976.57,211.16,73.02,159,430,167,1
66.69,4318.7,8.82,4.1,48,91,53,0
50.31,4424.05,1.0,0.88,17,82,99,0
94.86,8956.75,261.2,37.67,727,557,869,1
49.42,0.66,11.52,3.1,85,80,37,0
17.67,5774.29,9.51,2.56,36,89,45,0
98.26,11712.14,99.81,18.86,482,572,879,1
47.0,4151.24,11.01,3.45,92,86,74,0
18.32,155.34,9.4,2.81,99,95,14,0
29.49,577.78,12.75,1.23,60,59,56,0
2.14,112.19,0.55,0.58,38,75,48,0
53.26,1920.61,2.16,2.46,10,66,12,0
14.24,1236.58,4.11,3.34,96,36,32,0
72.46,13878.3,325.16,7.08,778,310,950,1
34.94,5613.18,2.78,0.3,10,76,72,0
92.39,8741.01,460.8,60.98,188,472,853,1
8.75,3202.68,2.06,1.0,65,63,50,0
79.53,10990.15,483.12,88.79,233,502,671,1
98.09,10404.56,172.67,59.42,982,250,323,1
95.38,8832.85,277.83,79.48,318,306,189,1
19.53,908.16,13.33,4.13,79,88,30,0
